division,compID,location,date,college,first_name,last_name,playerid,position,result,score
DI,1837,"Honolulu, Hi",4/27/18,Cal State Northridge,Nicolette ,Pinkney,225,5,0,"21-11, 21-15"
Community College,1848,"Rocklin, Ca",4/27/18,Marin College,Emma,Harris,1816,1,0,"21-7, 21-13"
Community College,1848,"Rocklin, Ca",4/27/18,Marin College,Salomi,Galodamu,1812,1,0,"21-7, 21-13"
Community College,1848,"Rocklin, Ca",4/27/18,Sierra College,Savannah,Schroeder,1868,1,1,"21-7, 21-13"
Community College,1848,"Rocklin, Ca",4/27/18,Sierra College,Sara,Schell,1867,1,1,"21-7, 21-13"
Community College,1848,"Rocklin, Ca",4/27/18,Marin College,Sarah,Harris,1815,2,0,"21-9, 21-10"
Community College,1848,"Rocklin, Ca",4/27/18,Marin College,Diana,Patrick,2124,2,0,"21-9, 21-10"
Community College,1848,"Rocklin, Ca",4/27/18,Sierra College,Kalala,Strickland,1870,2,1,"21-9, 21-10"
Community College,1848,"Rocklin, Ca",4/27/18,Sierra College,Meghan,Merlino,1860,2,1,"21-9, 21-10"
Community College,1848,"Rocklin, Ca",4/27/18,Marin College,Hellen,Sigaran,1819,3,0,"21-5, 21-5"
Community College,1848,"Rocklin, Ca",4/27/18,Marin College,Ashley,Chanthongthip,1814,3,0,"21-5, 21-5"
Community College,1848,"Rocklin, Ca",4/27/18,Sierra College,Maddy,Rowland,1865,3,1,"21-5, 21-5"
Community College,1848,"Rocklin, Ca",4/27/18,Sierra College,Kylie,Shinn,1869,3,1,"21-5, 21-5"
Community College,1848,"Rocklin, Ca",4/27/18,Marin College,Erika,Eide,2125,4,0,"21-7, 21-4"
Community College,1848,"Rocklin, Ca",4/27/18,Marin College,Francis,Marin,1813,4,0,"21-7, 21-4"
Community College,1848,"Rocklin, Ca",4/27/18,Sierra College,Kapri,Pelle,1863,4,1,"21-7, 21-4"
Community College,1848,"Rocklin, Ca",4/27/18,Sierra College,Grace,Lemmo,1859,4,1,"21-7, 21-4"
Community College,1848,"Rocklin, Ca",4/27/18,Marin College,Forfeit,1,2217,5,0,Forfeit
Community College,1848,"Rocklin, Ca",4/27/18,Marin College,Forfeit,2,2218,5,0,Forfeit
Community College,1848,"Rocklin, Ca",4/27/18,Sierra College,Brittany,Boerstra,1856,5,1,Forfeit
Community College,1848,"Rocklin, Ca",4/27/18,Sierra College,Bella,Orteza,1862,5,1,Forfeit
DI,1838,"Stanford, Ca ",4/28/18,UCLA,Megan,McNamara,1,1,0,"21-13, 20-22, 15-9"
DI,1838,"Stanford, Ca ",4/28/18,UCLA,Nicole,McNamara,2,1,0,"21-13, 20-22, 15-9"
DI,1838,"Stanford, Ca ",4/28/18,USC,Abril,Bustamante,28,1,1,"21-13, 20-22, 15-9"
DI,1838,"Stanford, Ca ",4/28/18,USC,Tina,Graudina,1056,1,1,"21-13, 20-22, 15-9"
DI,1838,"Stanford, Ca ",4/28/18,UCLA,Lily,Justine,9,2,1,"19-21, 21-19, 15-12"
DI,1838,"Stanford, Ca ",4/28/18,UCLA,Sarah,Sponcil ,247,2,1,"19-21, 21-19, 15-12"
DI,1838,"Stanford, Ca ",4/28/18,USC,Sammy,Slater,1053,2,0,"19-21, 21-19, 15-12"
DI,1838,"Stanford, Ca ",4/28/18,USC,Terese,Cannon,26,2,0,"19-21, 21-19, 15-12"
DI,1838,"Stanford, Ca ",4/28/18,UCLA,Savvy,Simo,745,3,1,"21-19, 21-7"
DI,1838,"Stanford, Ca ",4/28/18,UCLA,Madi,Yeomans,4,3,1,"21-19, 21-7"
DI,1838,"Stanford, Ca ",4/28/18,USC,Cammie,Dorn,752,3,0,"21-19, 21-7"
DI,1838,"Stanford, Ca ",4/28/18,USC,Joy,Dennis,29,3,0,"21-19, 21-7"
DI,1838,"Stanford, Ca ",4/28/18,UCLA,Elise,Zappia,5,4,1,"21-16, 23-21"
DI,1838,"Stanford, Ca ",4/28/18,UCLA,Mac,May,1017,4,1,"21-16, 23-21"
DI,1838,"Stanford, Ca ",4/28/18,USC,Jenna,Belton,30,4,0,"21-16, 23-21"
DI,1838,"Stanford, Ca ",4/28/18,USC,Maja,Kaiser,1052,4,0,"21-16, 23-21"
DI,1838,"Stanford, Ca ",4/28/18,UCLA,Megan,Muret,1048,5,0,"12-21, 21-17, 15-12"
DI,1838,"Stanford, Ca ",4/28/18,UCLA,Izzy,Carey,8,5,0,"12-21, 21-17, 15-12"
DI,1838,"Stanford, Ca ",4/28/18,USC,Alexandra,Poletto,1482,5,1,"12-21, 21-17, 15-12"
DI,1838,"Stanford, Ca ",4/28/18,USC,Haley,Hallgren,1055,5,1,"12-21, 21-17, 15-12"
DI,1839,"Stanford, Ca",4/28/18,Cal,Mima,Mirkovic,1085,1,0,"21-14, 21-8"
DI,1839,"Stanford, Ca",4/28/18,Cal,Jessica,Gaffney,86,1,0,"21-14, 21-8"
DI,1839,"Stanford, Ca",4/28/18,Washington,Jordan,Anderson,7,1,1,"21-14, 21-8"
DI,1839,"Stanford, Ca",4/28/18,Washington,Kimmy,Gardiner,1307,1,1,"21-14, 21-8"
DI,1839,"Stanford, Ca",4/28/18,Cal,Iya,Lindahl,79,2,1,"24-22, 26-24"
DI,1839,"Stanford, Ca",4/28/18,Cal,Alexia,Inman,1087,2,1,"24-22, 26-24"
DI,1839,"Stanford, Ca",4/28/18,Washington,Destiny,Julye,182,2,0,"24-22, 26-24"
DI,1839,"Stanford, Ca",4/28/18,Washington,Courtney,Schwan,178,2,0,"24-22, 26-24"
DI,1839,"Stanford, Ca",4/28/18,Cal,Madison,Dueck,807,3,0,"21-15, 21-12"
DI,1839,"Stanford, Ca",4/28/18,Cal,Bryce,Bark,80,3,0,"21-15, 21-12"
DI,1839,"Stanford, Ca",4/28/18,Washington,Carly,Dehoog,183,3,1,"21-15, 21-12"
DI,1839,"Stanford, Ca",4/28/18,Washington,Shayne,Mcpherson,177,3,1,"21-15, 21-12"
DI,1839,"Stanford, Ca",4/28/18,Cal,Mia,Merino,78,4,1,"21-18, 22-20"
DI,1839,"Stanford, Ca",4/28/18,Cal,Caroline,Schafer,1084,4,1,"21-18, 22-20"
DI,1839,"Stanford, Ca",4/28/18,Washington,Anna,Crabtree,184,4,0,"21-18, 22-20"
DI,1839,"Stanford, Ca",4/28/18,Washington,Kara,Bajema,1304,4,0,"21-18, 22-20"
DI,1839,"Stanford, Ca",4/28/18,Cal,Grace,Campbell,82,5,1,"21-17, 21-17"
DI,1839,"Stanford, Ca",4/28/18,Cal,Maddie,Micheletti,1086,5,1,"21-17, 21-17"
DI,1839,"Stanford, Ca",4/28/18,Washington,Samantha ,Drechsel,2107,5,0,"21-17, 21-17"
DI,1839,"Stanford, Ca",4/28/18,Washington,Natalie,Robinson,1976,5,0,"21-17, 21-17"
DI,1840,"Stanford, Ca ",4/28/18,Cal,Mima,Mirkovic,1085,1,0,"21-15, 21-18"
DI,1840,"Stanford, Ca ",4/28/18,Cal,Jessica,Gaffney,86,1,0,"21-15, 21-18"
DI,1840,"Stanford, Ca ",4/28/18,USC,Tina,Graudina,1056,1,1,"21-15, 21-18"
DI,1840,"Stanford, Ca ",4/28/18,USC,Abril,Bustamante,28,1,1,"21-15, 21-18"
DI,1840,"Stanford, Ca ",4/28/18,Cal,Iya,Lindahl,79,2,0,"21-7, 21-13"
DI,1840,"Stanford, Ca ",4/28/18,Cal,Alexia,Inman,1087,2,0,"21-7, 21-13"
DI,1840,"Stanford, Ca ",4/28/18,USC,Terese,Cannon,26,2,1,"21-7, 21-13"
DI,1840,"Stanford, Ca ",4/28/18,USC,Sammy,Slater,1053,2,1,"21-7, 21-13"
DI,1840,"Stanford, Ca ",4/28/18,Cal,Madison,Dueck,807,3,0,"21-9, 18-21, 15-6"
DI,1840,"Stanford, Ca ",4/28/18,Cal,Bryce,Bark,80,3,0,"21-9, 18-21, 15-6"
DI,1840,"Stanford, Ca ",4/28/18,USC,Cammie,Dorn,752,3,1,"21-9, 18-21, 15-6"
DI,1840,"Stanford, Ca ",4/28/18,USC,Joy,Dennis,29,3,1,"21-9, 18-21, 15-6"
DI,1840,"Stanford, Ca ",4/28/18,Cal,Mia,Merino,78,4,0,"21-12, 21-16"
DI,1840,"Stanford, Ca ",4/28/18,Cal,Caroline,Schafer,1084,4,0,"21-12, 21-16"
DI,1840,"Stanford, Ca ",4/28/18,USC,Maja,Kaiser,1052,4,1,"21-12, 21-16"
DI,1840,"Stanford, Ca ",4/28/18,USC,Jenna,Belton,30,4,1,"21-12, 21-16"
DI,1840,"Stanford, Ca ",4/28/18,Cal,Maddie,Micheletti,1086,5,0,"21-17, 13-21, 15-10"
DI,1840,"Stanford, Ca ",4/28/18,Cal,Grace,Campbell,82,5,0,"21-17, 13-21, 15-10"
DI,1840,"Stanford, Ca ",4/28/18,USC,Haley,Hallgren,1055,5,1,"21-17, 13-21, 15-10"
DI,1840,"Stanford, Ca ",4/28/18,USC,Alexandra,Poletto,1482,5,1,"21-17, 13-21, 15-10"
DI,1841,"Honolulu, Hi",4/28/18,Hawaii,Emily,Maglio,764,1,1,"21-18, 21-16"
DI,1841,"Honolulu, Hi",4/28/18,Hawaii,Ka'iwi,Schucht,754,1,1,"21-18, 21-16"
DI,1841,"Honolulu, Hi",4/28/18,Long Beach State,Sasha,Karelov,71,1,0,"21-18, 21-16"
DI,1841,"Honolulu, Hi",4/28/18,Long Beach State,Nele,Barber,65,1,0,"21-18, 21-16"
DI,1841,"Honolulu, Hi",4/28/18,Hawaii,Morgan,Martin,763,2,1,"21-12, 21-18"
DI,1841,"Honolulu, Hi",4/28/18,Hawaii,Lea,Monkhouse,1071,2,1,"21-12, 21-18"
DI,1841,"Honolulu, Hi",4/28/18,Long Beach State,Rachel,Nieto,66,2,0,"21-12, 21-18"
DI,1841,"Honolulu, Hi",4/28/18,Long Beach State,Megan,Kruidhof,69,2,0,"21-12, 21-18"
DI,1841,"Honolulu, Hi",4/28/18,Hawaii,Carly,Kan,757,3,1,"21-16, 25-23"
DI,1841,"Honolulu, Hi",4/28/18,Hawaii,Laurel,Weaver,760,3,1,"21-16, 25-23"
DI,1841,"Honolulu, Hi",4/28/18,Long Beach State,Hailey,Harward,73,3,0,"21-16, 25-23"
DI,1841,"Honolulu, Hi",4/28/18,Long Beach State,Anete,Brinke,72,3,0,"21-16, 25-23"
DI,1841,"Honolulu, Hi",4/28/18,Hawaii,Ari,Homayun,761,4,1,"21-15, 21-10"
DI,1841,"Honolulu, Hi",4/28/18,Hawaii,Amy,Ozee,755,4,1,"21-15, 21-10"
DI,1841,"Honolulu, Hi",4/28/18,Long Beach State,Nicci,Reinking,1110,4,0,"21-15, 21-10"
DI,1841,"Honolulu, Hi",4/28/18,Long Beach State,Zoi,Konstantopoulou,64,4,0,"21-15, 21-10"
DI,1841,"Honolulu, Hi",4/28/18,Hawaii,Hannah,Zalopany,758,5,1,"23-21, 19-21, 15-13"
DI,1841,"Honolulu, Hi",4/28/18,Hawaii,Paige,Dreeuws,1061,5,1,"23-21, 19-21, 15-13"
DI,1841,"Honolulu, Hi",4/28/18,Long Beach State,Hannah,Matt,75,5,0,"23-21, 19-21, 15-13"
DI,1841,"Honolulu, Hi",4/28/18,Long Beach State,Marisa,Ramsey,1113,5,0,"23-21, 19-21, 15-13"
DI,1842,"Honolulu, Hi",4/28/18,Cal Poly SLO,Tia,Miric,1198,1,1,"21-15, 21-11"
DI,1842,"Honolulu, Hi",4/28/18,Cal Poly SLO,Torrey,Van Winden,6,1,1,"21-15, 21-11"
DI,1842,"Honolulu, Hi",4/28/18,Cal State Bakersfield,Sydney,Haynes,1969,1,0,"21-15, 21-11"
DI,1842,"Honolulu, Hi",4/28/18,Cal State Bakersfield,Emily,Hansen,1449,1,0,"21-15, 21-11"
DI,1842,"Honolulu, Hi",4/28/18,Cal Poly SLO,Sam,Manley,126,2,1,"21-8, 21-9"
DI,1842,"Honolulu, Hi",4/28/18,Cal Poly SLO,Emily,Sonny,279,2,1,"21-8, 21-9"
DI,1842,"Honolulu, Hi",4/28/18,Cal State Bakersfield,Sarah,Garrow,433,2,0,"21-8, 21-9"
DI,1842,"Honolulu, Hi",4/28/18,Cal State Bakersfield,Desiree,Sukhov,1455,2,0,"21-8, 21-9"
DI,1842,"Honolulu, Hi",4/28/18,Cal Poly SLO,Taylor,Nelson,276,3,1,"21-18, 21-15"
DI,1842,"Honolulu, Hi",4/28/18,Cal Poly SLO,Adlee,Van Winden,278,3,1,"21-18, 21-15"
DI,1842,"Honolulu, Hi",4/28/18,Cal State Bakersfield,Aleksandra,Djordjevic,1970,3,0,"21-18, 21-15"
DI,1842,"Honolulu, Hi",4/28/18,Cal State Bakersfield,Briannah,Mariner,1451,3,0,"21-18, 21-15"
DI,1842,"Honolulu, Hi",4/28/18,Cal Poly SLO,Macy,Gordon,1191,4,1,"21-12, 21-16"
DI,1842,"Honolulu, Hi",4/28/18,Cal Poly SLO,Raeann,Greisen,284,4,1,"21-12, 21-16"
DI,1842,"Honolulu, Hi",4/28/18,Cal State Bakersfield,Mattison,Degarmo,771,4,0,"21-12, 21-16"
DI,1842,"Honolulu, Hi",4/28/18,Cal State Bakersfield,Emily,Lopes,436,4,0,"21-12, 21-16"
DI,1842,"Honolulu, Hi",4/28/18,Cal Poly SLO,Hannah,Hubbard,275,5,1,"21-9, 21-17"
DI,1842,"Honolulu, Hi",4/28/18,Cal Poly SLO,Heather,Pembroke,283,5,1,"21-9, 21-17"
DI,1842,"Honolulu, Hi",4/28/18,Cal State Bakersfield,Ally ,Barber ,774,5,0,"21-9, 21-17"
DI,1842,"Honolulu, Hi",4/28/18,Cal State Bakersfield,Sydney,Wicks,893,5,0,"21-9, 21-17"
DI,1843,"Honolulu, Hi",4/28/18,Cal Poly SLO,Tia,Miric,1198,1,0,"21-16, 21-18"
DI,1843,"Honolulu, Hi",4/28/18,Cal Poly SLO,Torrey,Van Winden,6,1,0,"21-16, 21-18"
DI,1843,"Honolulu, Hi",4/28/18,Long Beach State,Nele,Barber,65,1,1,"21-16, 21-18"
DI,1843,"Honolulu, Hi",4/28/18,Long Beach State,Sasha,Karelov,71,1,1,"21-16, 21-18"
DI,1843,"Honolulu, Hi",4/28/18,Cal Poly SLO,Sam,Manley,126,2,0,"21-19, 21-13"
DI,1843,"Honolulu, Hi",4/28/18,Cal Poly SLO,Emily,Sonny,279,2,0,"21-19, 21-13"
DI,1843,"Honolulu, Hi",4/28/18,Long Beach State,Megan,Kruidhof,69,2,1,"21-19, 21-13"
DI,1843,"Honolulu, Hi",4/28/18,Long Beach State,Rachel,Nieto,66,2,1,"21-19, 21-13"
DI,1843,"Honolulu, Hi",4/28/18,Cal Poly SLO,Taylor,Nelson,276,3,1,"21-18, 20-22, 15-10"
DI,1843,"Honolulu, Hi",4/28/18,Cal Poly SLO,Adlee,Van Winden,278,3,1,"21-18, 20-22, 15-10"
DI,1843,"Honolulu, Hi",4/28/18,Long Beach State,Anete,Brinke,72,3,0,"21-18, 20-22, 15-10"
DI,1843,"Honolulu, Hi",4/28/18,Long Beach State,Hailey,Harward,73,3,0,"21-18, 20-22, 15-10"
DI,1843,"Honolulu, Hi",4/28/18,Cal Poly SLO,Macy,Gordon,1191,4,0,"25-27, 21-6, 15-12"
DI,1843,"Honolulu, Hi",4/28/18,Cal Poly SLO,Raeann,Greisen,284,4,0,"25-27, 21-6, 15-12"
DI,1843,"Honolulu, Hi",4/28/18,Long Beach State,Nicci,Reinking,1110,4,1,"25-27, 21-6, 15-12"
DI,1843,"Honolulu, Hi",4/28/18,Long Beach State,Zoi,Konstantopoulou,64,4,1,"25-27, 21-6, 15-12"
DI,1843,"Honolulu, Hi",4/28/18,Cal Poly SLO,Hannah,Hubbard,275,5,0,"17-21, 21-18, 15-13"
DI,1843,"Honolulu, Hi",4/28/18,Cal Poly SLO,Heather,Pembroke,283,5,0,"17-21, 21-18, 15-13"
DI,1843,"Honolulu, Hi",4/28/18,Long Beach State,Marisa,Ramsey,1113,5,1,"17-21, 21-18, 15-13"
DI,1843,"Honolulu, Hi",4/28/18,Long Beach State,Hannah,Matt,75,5,1,"17-21, 21-18, 15-13"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Hawaii,Ka'iwi,Schucht,754,1,0,"20-22, 21-11, 18-16"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Hawaii,Emily,Maglio,764,1,0,"20-22, 21-11, 18-16"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Long Beach State,Sasha,Karelov,71,1,1,"20-22, 21-11, 18-16"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Long Beach State,Nele,Barber,65,1,1,"20-22, 21-11, 18-16"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Hawaii,Lea,Monkhouse,1071,2,1,"17-21, 21-7, 16-14"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Hawaii,Morgan,Martin,763,2,1,"17-21, 21-7, 16-14"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Long Beach State,Megan,Kruidhof,69,2,0,"17-21, 21-7, 16-14"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Long Beach State,Rachel,Nieto,66,2,0,"17-21, 21-7, 16-14"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Hawaii,Carly,Kan,757,3,1,"21-17, 21-13"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Hawaii,Laurel,Weaver,760,3,1,"21-17, 21-13"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Long Beach State,Zoi,Konstantopoulou,64,3,0,"21-17, 21-13"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Long Beach State,Nicci,Reinking,1110,3,0,"21-17, 21-13"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Hawaii,Ari,Homayun,761,4,1,"24-26, 22-20, 15-9"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Hawaii,Amy,Ozee,755,4,1,"24-26, 22-20, 15-9"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Long Beach State,Claire,Newlander,1112,4,0,"24-26, 22-20, 15-9"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Long Beach State,Hailey,Harward,73,4,0,"24-26, 22-20, 15-9"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Hawaii,Paige,Dreeuws,1061,5,1,"15-21, 21-14, 15-7"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Hawaii,Hannah,Zalopany,758,5,1,"15-21, 21-14, 15-7"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Long Beach State,Marisa,Ramsey,1113,5,0,"15-21, 21-14, 15-7"
DI,1844," Honolulu, Hi  Big West Championship",4/28/18,Long Beach State,Hannah,Matt,75,5,0,"15-21, 21-14, 15-7"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,UCLA,Megan,McNamara,1,1,1,"21-19, 21-15"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,UCLA,Nicole,McNamara,2,1,1,"21-19, 21-15"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,USC,Abril,Bustamante,28,1,0,"21-19, 21-15"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,USC,Tina,Graudina,1056,1,0,"21-19, 21-15"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,UCLA,Savvy,Simo,745,3,1,"21-19, 21-16"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,UCLA,Madi,Yeomans,4,3,1,"21-19, 21-16"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,USC,Cammie,Dorn,752,3,0,"21-19, 21-16"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,USC,Joy,Dennis,29,3,0,"21-19, 21-16"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,UCLA,Mac,May,1017,4,1,"21-17, 21-17"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,UCLA,Elise,Zappia,5,4,1,"21-17, 21-17"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,USC,Jenna,Belton,30,4,0,"21-17, 21-17"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,USC,Maja,Kaiser,1052,4,0,"21-17, 21-17"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,UCLA,Izzy,Carey,8,5,0,"21-17, 21-17"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,UCLA,Megan,Muret,1048,5,0,"21-17, 21-17"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,USC,Alexandra,Poletto,1482,5,1,"21-17, 21-17"
DI,1846,"Stanford, Ca  PAC-12 Championship",4/28/18,USC,Haley,Hallgren,1055,5,1,"21-17, 21-17"
Community College,1854,"Main Beach, Ca",5/2/18,Cabrillo,Mari,Molina,1742,1,1,"21-10, 21-11"
Community College,1854,"Main Beach, Ca",5/2/18,Cabrillo,Alexandra,Bol,1733,1,1,"21-10, 21-11"
Community College,1854,"Main Beach, Ca",5/2/18,Foothill College,Fiona,Green,2049,1,0,"21-10, 21-11"
Community College,1854,"Main Beach, Ca",5/2/18,Foothill College,Jami,Maffei,2048,1,0,"21-10, 21-11"
Community College,1854,"Main Beach, Ca",5/2/18,Cabrillo,Hayley,Hall,1739,2,1,"21-14, 21-9"
Community College,1854,"Main Beach, Ca",5/2/18,Cabrillo,Deirdre,Wilson,1747,2,1,"21-14, 21-9"
Community College,1854,"Main Beach, Ca",5/2/18,Foothill College,Brooke,Smith,2054,2,0,"21-14, 21-9"
Community College,1854,"Main Beach, Ca",5/2/18,Foothill College,Ivy,Johnson,2055,2,0,"21-14, 21-9"
Community College,1854,"Main Beach, Ca",5/2/18,Cabrillo,Paige,Schieferstein,1980,3,1,"21-14, 21-15"
Community College,1854,"Main Beach, Ca",5/2/18,Cabrillo,Kylie,Kvam,1740,3,1,"21-14, 21-15"
Community College,1854,"Main Beach, Ca",5/2/18,Foothill College,Hannah,Fields,2051,3,0,"21-14, 21-15"
Community College,1854,"Main Beach, Ca",5/2/18,Foothill College,Katie,Wilcox,2050,3,0,"21-14, 21-15"
Community College,1854,"Main Beach, Ca",5/2/18,Cabrillo,Kendra,Lis,1978,4,1,"21-11, 21-12"
Community College,1854,"Main Beach, Ca",5/2/18,Cabrillo,Alena,Fernandez,1736,4,1,"21-11, 21-12"
Community College,1854,"Main Beach, Ca",5/2/18,Foothill College,Meleina,O'Rourke,2052,4,0,"21-11, 21-12"
Community College,1854,"Main Beach, Ca",5/2/18,Foothill College,Iris,Calderon,2053,4,0,"21-11, 21-12"
Community College,1854,"Main Beach, Ca",5/2/18,Cabrillo,Ellie,Cary,1735,5,1,"21-9, 21-15"
Community College,1854,"Main Beach, Ca",5/2/18,Cabrillo,Jolie,Samuelson,1745,5,1,"21-9, 21-15"
Community College,1854,"Main Beach, Ca",5/2/18,Foothill College,Mel,Baron,2118,5,0,"21-9, 21-15"
Community College,1854,"Main Beach, Ca",5/2/18,Foothill College,Amber,Lao,2117,5,0,"21-9, 21-15"
Community College,1855,"Main Beach, Ca",5/2/18,Cabrillo,Mari,Molina,1742,1,1,"21-13, 21-13"
Community College,1855,"Main Beach, Ca",5/2/18,Cabrillo,Alexandra,Bol,1733,1,1,"21-13, 21-13"
Community College,1855,"Main Beach, Ca",5/2/18,West Valley College,Mapuhola,Sekona,1675,1,0,"21-13, 21-13"
Community College,1855,"Main Beach, Ca",5/2/18,West Valley College,Emma,Blockhus,1663,1,0,"21-13, 21-13"
Community College,1855,"Main Beach, Ca",5/2/18,Cabrillo,Hayley,Hall,1739,2,0,"21-19, 18-21, 15-10"
Community College,1855,"Main Beach, Ca",5/2/18,Cabrillo,Deirdre,Wilson,1747,2,0,"21-19, 18-21, 15-10"
Community College,1855,"Main Beach, Ca",5/2/18,West Valley College,Kaylin,Henderson,1668,2,1,"21-19, 18-21, 15-10"
Community College,1855,"Main Beach, Ca",5/2/18,West Valley College,Morgan,Wright,1677,2,1,"21-19, 18-21, 15-10"
Community College,1855,"Main Beach, Ca",5/2/18,Cabrillo,Paige,Schieferstein,1980,3,1,"21-10, 21-19"
Community College,1855,"Main Beach, Ca",5/2/18,Cabrillo,Kylie,Kvam,1740,3,1,"21-10, 21-19"
Community College,1855,"Main Beach, Ca",5/2/18,West Valley College,Kristen,Hayes,1667,3,0,"21-10, 21-19"
Community College,1855,"Main Beach, Ca",5/2/18,West Valley College,Claire,Danna,1664,3,0,"21-10, 21-19"
Community College,1855,"Main Beach, Ca",5/2/18,Cabrillo,Kendra,Lis,1978,4,1,"21-17, 21-14"
Community College,1855,"Main Beach, Ca",5/2/18,Cabrillo,Alena,Fernandez,1736,4,1,"21-17, 21-14"
Community College,1855,"Main Beach, Ca",5/2/18,West Valley College,Hunter,Roberts,1674,4,0,"21-17, 21-14"
Community College,1855,"Main Beach, Ca",5/2/18,West Valley College,Katrina,Hochmuth,1669,4,0,"21-17, 21-14"
Community College,1855,"Main Beach, Ca",5/2/18,Cabrillo,Ellie,Cary,1735,5,1,"22-20, 21-12"
Community College,1855,"Main Beach, Ca",5/2/18,Cabrillo,Jolie,Samuelson,1745,5,1,"22-20, 21-12"
Community College,1855,"Main Beach, Ca",5/2/18,West Valley College,Liz,McGrath,1672,5,0,"22-20, 21-12"
Community College,1855,"Main Beach, Ca",5/2/18,West Valley College,Lizhya,Shoomoonof,1676,5,0,"22-20, 21-12"
Community College,1856,"Main Beach, Ca",5/2/18,Foothill College,Fiona,Green,2049,1,1,"21-17, 21-17"
Community College,1856,"Main Beach, Ca",5/2/18,Foothill College,Jami,Maffei,2048,1,1,"21-17, 21-17"
Community College,1856,"Main Beach, Ca",5/2/18,West Valley College,Mapuhola,Sekona,1675,1,0,"21-17, 21-17"
Community College,1856,"Main Beach, Ca",5/2/18,West Valley College,Emma,Blockhus,1663,1,0,"21-17, 21-17"
Community College,1856,"Main Beach, Ca",5/2/18,Foothill College,Ivy,Johnson,2055,2,0,"21-16, 21-6"
Community College,1856,"Main Beach, Ca",5/2/18,Foothill College,Brooke,Smith,2054,2,0,"21-16, 21-6"
Community College,1856,"Main Beach, Ca",5/2/18,West Valley College,Kaylin,Henderson,1668,2,1,"21-16, 21-6"
Community College,1856,"Main Beach, Ca",5/2/18,West Valley College,Morgan,Wright,1677,2,1,"21-16, 21-6"
Community College,1856,"Main Beach, Ca",5/2/18,Foothill College,Katie,Wilcox,2050,3,0,"21-15, 21-13"
Community College,1856,"Main Beach, Ca",5/2/18,Foothill College,Hannah,Fields,2051,3,0,"21-15, 21-13"
Community College,1856,"Main Beach, Ca",5/2/18,West Valley College,Kristen,Hayes,1667,3,1,"21-15, 21-13"
Community College,1856,"Main Beach, Ca",5/2/18,West Valley College,Claire,Danna,1664,3,1,"21-15, 21-13"
Community College,1856,"Main Beach, Ca",5/2/18,Foothill College,Iris,Calderon,2053,4,1,"21-14, 17-21, 15-13"
Community College,1856,"Main Beach, Ca",5/2/18,Foothill College,Meleina,O'Rourke,2052,4,1,"21-14, 17-21, 15-13"
Community College,1856,"Main Beach, Ca",5/2/18,West Valley College,Hunter,Roberts,1674,4,0,"21-14, 17-21, 15-13"
Community College,1856,"Main Beach, Ca",5/2/18,West Valley College,Katrina,Hochmuth,1669,4,0,"21-14, 17-21, 15-13"
Community College,1856,"Main Beach, Ca",5/2/18,Foothill College,Amber,Lao,2117,5,1,"17-21, 21-18, 15-8"
Community College,1856,"Main Beach, Ca",5/2/18,Foothill College,Mel,Baron,2118,5,1,"17-21, 21-18, 15-8"
Community College,1856,"Main Beach, Ca",5/2/18,West Valley College,Liz,McGrath,1672,5,0,"17-21, 21-18, 15-8"
